,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52
0,-1.532382937180785,2.4096950340381222,1.60188540433625,0.084289228467213,-1.165068907492557,-0.8743536925460932,-1.025835987639522,0.3397009753969939,0.3256396458037428,0.22983580959632102,0.38403290436566423,0.27540653910826896,0.3092060623180027,1.1607321985517405,1.1613206741426199,0.34235682193191636,0.5634020423546166,0.39304132781463424,1.2761755294087267,0.6912905395938914,0.09123895111492769,-0.38583625693765783,0.6355926415090626,0.6449686523781049,0.19084558166834992,0.4835666053391616,0.1474506824622781,-0.5945572003991128,0.8010791425256254,0.20893759371024953,0.28361636469029333,0.20816256121756863,-0.3314538798247136,-0.8038988600441858,0.07891250081831573,0.044471502181848754,-0.10557497997527418,-1.0203710012725844,-0.7585258071385099,0.14962227114936202,-0.5279178104252154,0.18907811098088964,1.195086028845364,-0.37140153873982734,0.7660273891520083,-0.4123186274536499,-0.046097580359396796,0.5325411869346544,0.14702451122668578,1.5012487111075603,-1.3688030345935518,-0.018925905527374852
1,-2.2508064383015944,5.004521956550316,2.3683002816997654,1.5761621540408082,0.864965002004742,1.9926472269618187,1.1706922741741765,2.052222252030909,0.22554674116531126,-2.806750743587119,1.0962093434740914,0.6515407880489335,0.9198116166012797,1.2149120019734585,1.408055364316005,1.8765567985124032,-2.0127197701288977,-1.662722351158815,1.0556312104925742,-1.5325138204265834,1.4870094510365766,-0.3516476704827072,-1.3466523590395314,-0.12071377279850616,0.5635141600847418,-3.4961344986682814,1.991183494535531,-0.0822582967864974,-2.7441823328892654,0.2009958347188457,-1.7965717119469433,1.455466455617829,0.5685653256016384,1.1132164452578672,-0.8653441451808306,-2.325807249389865,0.019965378779466948,-0.9731603762886553,3.033167892306351,0.7588681166226223,0.04272182874767356,-0.803884387485596,-0.3340005614753902,0.45739163328907145,1.553677439636376,-1.640798755478553,-2.428571509688424,-0.44243304281034773,0.48066930012486964,-0.41432083489567756,0.5416424261670235,1.3056127230584247
2,-0.22207849272092875,0.6455489303924913,-0.17981398216315964,-0.6730184061008071,-0.2648811281115461,-0.7821035400635968,-0.6221296824446865,-0.22759124974511516,-0.14574006045669177,0.806780244067435,0.2199255088999564,0.6169073106946671,0.4736853919353994,0.4539263417563307,-0.06956435242509407,0.6551129460229778,0.4000377598783785,0.44436003015670306,-1.4149167880694615,0.4454691044407832,-0.30085520992301945,0.7466359387557793,-1.3166557030400692,0.18872913670458674,-0.46991991239510417,-0.08778126045145651,-0.6757202531854264,-0.46013281958361174,0.8241491095371117,0.19490160980328775,-0.44997932431668886,0.1980788095233185,-1.1852811929738791,0.7306992032987926,0.5578379254315412,-0.8959767141822833,-0.3341314702871789,0.20592035717828408,-1.5851198505090123,0.4721274134515042,-0.10753293061597527,0.8742581381287099,-0.7086030655015052,-0.4198723512986195,0.6382114017696991,0.2594738775872593,-0.9661328396983693,0.048603750082304394,1.1333496711559163,-0.13800014322422782,-0.4011929801699434,-0.819594511026411
3,-0.26702122735987066,-1.618487764072536,-0.5793395099958858,-0.27367810331186043,0.8365940423493098,0.200194576570094,-0.07737339272811815,0.44668469117547677,-0.48917725089593306,0.45456634174848937,0.914575554947623,-1.2682784140631116,0.05263712751557909,-0.38339377430759625,-0.8047902641599473,-0.5435346132115352,-0.29790427983233114,0.14435361671444397,0.11595785176911885,0.13191488466678436,0.41081172725470316,-0.5350026368750102,-0.8747424162929127,0.31838204560521444,-0.3049798628016655,-0.09370071359713236,0.01582293197352066,0.5438816632444644,0.0979596582720417,1.8225510686798638,1.0542719568002883,0.17719020859504203,1.1493138992595788,-1.1516368689703025,0.21996089473893088,0.6124273275757484,0.24024616446866465,-0.07091206983822133,0.0038186985376751385,-0.08506779650863637,-0.3483076233114509,-0.05048276474870724,0.5423094890309461,-1.1487971667948398,0.39638651414290854,-1.4849768703544386,-0.19554887977203492,-0.4502065293947447,0.6362323837078923,0.23532332248484525,0.3036204799813535,0.3615287671040095
4,-1.616394931969985,-0.12277253345378042,-0.5874939505554158,0.45951204989503475,-1.9365232547064912,-0.8250280113167097,-1.2743450354661223,-0.09252864580598455,-0.28375164351957005,1.0014926815232008,-1.000734005871602,0.4393475698881212,0.4646240022633902,0.6714376998833838,0.24310841497660604,-1.342803913913648,0.6682472521428077,0.4427603570896736,-1.2141936895087218,0.8596364531291968,-0.2748129320531382,1.458232470971924,-1.980993725979536,-1.0761661660249642,-0.4973805891047994,0.9672500290527333,-0.9497012681880537,0.6269261372804034,1.0005630024531962,0.24372184258081664,0.7801345294714902,1.5486559939284672,-1.6001193292990579,1.0341945179801546,-0.21663125414121656,0.15571936666458486,-0.3607386080141531,-0.19439311919301258,-0.08031544878423498,0.7733781961444884,-0.8710687196149514,0.33363698555443333,-0.5967512220862975,0.27365236843287444,-0.4970567820504851,1.178186822481413,-0.966141075886435,0.6148757714529852,1.1471396577531376,-0.17986102495381023,0.6425612573519668,-1.0105590306088903
5,-1.9087754673186808,2.531176272252749,1.7812454435403746,0.8182607388267886,-0.2811775345120282,-2.942963454887719,1.156444352387479,1.894525563010217,0.45079433385872064,-1.385611964704393,1.182983756566714,-2.2210694804855846,-3.188958255535037,-0.8384705267689203,-1.1495524095514809,1.108877485967291,1.2669356416401945,-1.1183438815567461,1.0934245699334828,-1.0888964360331472,-2.3958649193762493,0.9979799350118713,-2.1143802892154477,-0.5405867817826846,0.30632625096985067,0.17305162012283679,-2.137914485656242,-1.0510976430589345,-0.7690930164841195,1.3003909799804505,-1.2864001588618548,-0.5348871780630182,1.140815927211012,0.8132519149143265,-2.5701086880192796,1.4698006978305438,-1.6600995514670394,-0.10984116101069161,1.9409989674288193,0.5684009663063275,2.427496084441383,1.5739204267380111,-2.412638824364479,0.40981560597256006,1.982345479631702,-0.31002787939896115,1.1250771023897552,0.8632564273436044,-2.3921455188066028,5.583793548337612,1.104637141153276,2.790611205489318
6,-1.3195806886418626,0.6439150796624018,-0.11619515705718285,1.5880905386878683,0.8139376205873762,-0.6243696049351113,-0.8374623244733107,-0.25980894596323084,-1.313301302321394,-0.2429398017363092,-1.5966080737640445,-0.2782627201215206,0.22774321914778795,0.8291871268031893,1.3423109909976223,1.1352680062202722,0.5930635655550849,-1.4530032160555382,-0.44938472658926326,-0.35954476122928763,0.5518473552005898,1.4271618917682054,0.2005798187238829,-1.5655286555900654,0.2944700811487926,0.570371285176651,-0.8281772121548392,1.5459733633754378,0.3722749767974393,0.2207496780448521,0.17357398257182619,0.13491340112496236,0.987886626709323,-1.1815167062333285,-1.0490040146665585,0.21546474735044804,-1.969279154548148,-0.13383237234016876,0.08444037202950835,-0.6702943019148192,-0.5661370929400742,0.7057305098051103,1.6415266309414855,0.9176220624271336,0.05638244844839435,-0.19928739117113217,-1.723294748090698,0.2847860807581485,0.6705877864240737,-0.6191032565647012,0.6789263581549771,0.20480500911827687
7,-2.04740369206548,0.5161138618148134,-0.14413244211963633,0.3605534130148631,-0.2855804214912251,0.18174871734526557,0.35212433104937146,0.018696858804390235,0.7667049460372536,1.026432995137359,-0.5141398739458009,-1.0061849451472993,-0.16744082604151678,-0.4616467937458134,-0.2984281619744801,0.18310869459227025,-0.6317194625769103,-0.03975943077026134,-1.6523407724275943,-0.8047025567989095,-2.254454458920781,2.00775593005001,-0.21673159032179548,-0.9572911112485899,0.345855437821078,-0.740346842289796,-0.034248648888281566,-0.6576670197265156,-0.4234704458436798,-0.6858087167045946,0.20814704002384823,0.418188405635707,-0.6031653489520026,0.14796913580888216,-0.6528584337807711,-0.5562934050138684,-1.0724074050093548,-0.7301211558623242,0.8251067034734019,0.4524239774071531,0.7620239811612948,0.09934960340053682,0.8216243598850185,-0.24741185307030408,-0.5162852064311592,-0.6950116990873094,-0.6798771810021214,-1.1343213341820257,1.2930799519347476,0.6558179899370115,0.28625655782555703,-0.886839955224846
8,-1.2655580803834334,-0.5608750710361683,-2.0940134813570612,0.09919212149998388,0.6402670833651106,0.4778535910099121,0.5481884637252864,0.23375317046239324,-0.11260638129565852,0.5175763421900482,-0.7651572869299023,-0.32542896497489965,-0.5770386230328497,-0.6141086356601698,-0.2866297465315213,1.2516255662765436,-0.4511404580516439,-0.024428567249136994,-0.3636570652471893,0.0488868710811123,0.643955439824806,0.10375152793865922,0.9402865974219875,-0.9156324812656693,0.3931646358497741,-0.12975015849277682,-0.7055000480890565,0.03170020815463906,-0.4414439653508062,0.34933579112620455,0.9333621580220245,0.21692157491230618,0.29466463732744536,-1.1453133616120759,-0.0669992742491054,-0.04473902240304606,0.03580008523092043,1.1304599899551573,0.3753882449174793,-1.0159093281586815,-0.3276339989437391,-1.4353642238973037,0.05922069614964823,-0.871263092155925,-0.6691403184339811,0.13842217764997558,-0.2576497868615337,-0.5641178570825811,-0.20210125501946155,0.65871592616639,0.1806978805890173,-0.06710163344223703
9,-0.5353776562390435,-1.3924716073793615,-0.06775088259659386,0.2548722960389528,0.12248812533048045,0.02621747138112176,1.196930945354656,0.33580242550488193,-0.11083483824148815,0.2771999857593935,-0.21617612905022862,0.3895272916089409,0.13135338118652137,-0.01908229435181538,-0.15395712700948705,0.23973582480481667,-0.8794090301292307,0.6291707267322258,-1.281506729800678,0.853137419423886,0.4447850606940354,0.8047610515189799,-0.8008121454414305,0.387407057876258,0.48190446190688346,-1.9669328391896983,-0.5314324431655535,-0.6656521157036058,-0.44636635982413,-0.7608478846980937,0.09041146550774709,0.3921802139478692,-0.9193256798135253,0.8164827998772938,0.5567777417452076,0.9825734371899354,0.34049266127474,1.0343242120806169,-0.9178523326635638,0.14571894207447278,0.4380411489243547,0.2681107195734443,-0.8726626868521622,0.39461433588667216,0.11850434238431047,-0.020781803837985446,-0.13256066381069573,-1.0616170142439547,0.6927811318335078,0.08285245758641353,0.6191714013270609,0.5641476741321056
